icd,Latin
Q77,SEMDSTWK
E79,MRXSARTS
M72,fascitis
L74,Sudamina
J30,RHINITIS
I77,Aortitis
A24,Glanders
F81,dyslexia
A05,botulism
N45,orchitis
N48,priapism
M71,bursitis
Q13,aniridia
E34,progeria
C85,lymphoma
N47,phimosis
E52,pellagra
L74,miliaria
N30,CYSTITIS
K12,uvulitis
E51,beriberi
G24,dystonia
B03,smallpox
C95,leukemia
K04,pulpitis
A51,sYPHILIS
R21,exanthem
C76,chordoma
Q13,coloboma
Q66,clubfoot
H20,hypopyon
N76,Vulvitis
M60,Myositis
G72,Myositis
M46,discitis
H40,GLAUCOMA
R48,agraphia
N12,Pyelitis
A54,SAMECH plauserunt super
I44,AV obstructionum
A69,Actinobacillus
G43,CROTAPHOS
H53,Oculi otiosi
K02,cavitates
H10,"rosea oculus,"
B02,scandalis robusteis
F70,tarditatem devenerit
E74,VIII GSD
Q87,PIGT PAR-
Q87,PIGN PAR-
G60,II C HMSN
G60,VII hsan
G60,AR CMT2T
G60,AR CMT2C
E10,diabete
E08,diabete
E11,diabete
N18,inordinationem
N18,languorem
N18,morbo
G60,Li-HMSN
G11,SCA19 / XXII
C26,GI tumore
G11,SCA15 / XVI
E03,Myxoedema
Q80,Ad medelam percipiendam: CCCXIII
J09,ut avium morbum hominibus
E23,III IGHD
G24,"Dyt ANO3,"
E75,plus WS4
E77,MOGS PAR-
G11,"AD SPG9A,"
G11,AR SPG9B
B35,inpetiginem
C60,CA coles
H65,auris glutinum
C51,CA quidam Latinorum praesumtores
Q36,lepus quoque labrum
G90,III hsan
G24,"Dyt TAF1,"
A71,aspritudine lippitudo fit
E41,concoctionis
L80,vitiliginem inspergunt
L65,dilata calvitium
E03,Myxoedema
G40,comitialibus
R09,in lateris dolore
H26,suffusio
L08,Staphylodermia
L01,cognomen
A66,frambesia
A66,frambosie
F34,dysthymia
J43,EMPHYSEMA
K73,Hepatitis
K73,liveritis
T75,kinetosis
I49,Bangungut
L21,seborrhea
H52,ametropia
B87,flystrike
I77,aortaitis
K10,CHERUBISM
M27,CHERUBISM
J86,pyothorax
R10,dyspepsia
K30,dyspepsia
K74,CIRRHOSIS
N04,nephrosis
A85,brainitis
E03,cretinism
E00,cretinism
K52,ENTERITIS
E54,SCORBUTUS
F84,aspergers
N36,intrinsic
E71,"CTD, SPCD"
E75,lipidoses
E75,lipidosis
F63,ludomania
H00,Chalazion
K00,Anodontia
G56,causalgia
K59,Dyschezia
C24,Ampulloma
G60,HMSN IIA1
G60,HMSN IIA2
F02,Parkinson
G20,Parkinson
C85,Med-DLBCL
C83,Med-DLBCL
E67,xanthemia
J67,Suberosis
E03,Myxoedema
B07,Grootitus
C95,Leukemias
C75,Pinealoma
R21,exanthema
H53,deutanope
N48,Balanitis
B01,varicella
R09,pleuritis
T78,allergies
B45,torulosis
C88,Alpha-HCD
M27,exostosis
H53,tritanope
L10,Pemphigus
F82,dyspraxia
H53,protanope
D18,cavernoma
K11,Sialolith
Q87,Cyclopism
K13,cheilosis
K00,fluorosis
K59,Megacolon
D50,chlorosis
M72,fasciitis
N70,ovaryitis
E80,porphyria
K73,Hepatitis
F63,pyromania
K10,cherubism
M27,cherubism
E22,gigantism
J62,silicosis
H00,hordeolum
N64,lactocele
O15,ECLAMPSIA
H15,scleritis
N05,NEPHRITIS
N08,NEPHRITIS
B88,acariasis
K22,Achalasia
H02,ectropion
M19,arthritis
B04,monkeypox
K00,anodontia
H16,keratitis
J01,sinusitis
G56,causalgia
K29,GASTRITIS
H54,blindness
J11,influenza
K62,proctitis
A57,chancroid
A06,Amebiasis
N85,hemometra
K13,cheilitis
C75,Pinealoma
N48,Balanitis
J63,siderosis
M27,exostosis
K14,glossitis
B68,taeniasis
L10,Pemphigus
I80,Phlebitis
K59,megacolon
B88,tungiasis
K11,PAROTITIS
H11,pterygium
M72,fasciitis
H50,exotropia
H50,esotropia
M41,sCOLIOSIS
L40,PSORIASIS
M24,ankylosis
H30,retinitis
B65,Mea PRURIO
B65,lacus PRURIO
F52,frigiditas
B85,Pediculus
J80,RDS adultus
B08,pustulis correptus ovium
H05,proptosin
B66,iecoris et putredo
M70,qua ulcus natum calceus
R95,cot mortem
M19,cuidam arthritico
L65,capillus damnum
M81,os damnum
L74,calor temere agere
F01,II CADASIL
G60,AR CMT2B1
G60,AR CMT2B2
C72,Potis tumore
G30,praecox
Q78,OI sollicitans V genus
J00,frigus capitis
C95,leukemia
N18,"conditione,"
N18,perturbationes
G60,"ARCMT2 M,"
A42,GLAEBOSUS perforabis maxillam eius
A51,"pustulis correptus magnum,"
M77,tenebitur planta illius et aculeos subdiderunt
Q90,G Trisomía
A00,infectio
C22,adulta HCC
E77,MGAT2 PAR-
C88,Beta-HCD
M27,os calcaribus
Q66,pedites clava
G24,"Dyt PRKRA,"
B35,NOS Nunc gaudeant
J09,AVIARIUS INFLUENZA
C60,penis ca.
A98,KFD virum
Q87,AGR TRINITAS
Q36,foramine labium
B55,Lentivirinae
B55,Azar-kala
A54,gonorrhoea
H53,AMBPLYOPIA
F01,I CADASIL
J15,peripneumonia
A66,nuper yaws
Q36,foramine labium
F65,grassante
E80,porphyrias
A54,gonorrhoea
L21,Seborrhoea
F60,sociopathy
A07,Giardiases
A07,Lambliases
A07,Lambliasis
J35,tonsilitis
N91,Menolipsis
N45,Orchititis
N45,testisitis
F43,Shellshock
N10,pyometrium
N16,pyometrium
N12,pyometrium
M77,tendonitis
N48,Mentulagra
N05,kidneyitis
N08,kidneyitis
A75,Typhusemia
B72,medinensis
A48,Legionella
E40,Kwashiokor
Q18,otocephaly
Q87,otocephaly
L80,leucoderma
A38,scarlatina
Q87,G syndrome
E75,lipoidosis
H18,kerectasia
H16,corneaitis
H50,Strabismus
H01,eyeliditis
G83,pseudocoma
B60,Babesiasis
F45,dysmorphia
C03,gum cancer
G30,Alzheimers
E71,MGA type I
M89,osteopathy
C49,Myxoid MFH
Q87,syngnathia
A57,Chancroids
E67,xanthaemia
B48,Fusariosis
Q87,N SYNDROME
G71,zaspopathy
M34,Scleredema
H46,papillitis
H47,papillitis
H35,papillitis
A06,amoebiasis
H53,Bradyopsia
N34,urethritis
B73,volvulosis
J67,alveolitis
H30,retinaitis
C49,myosarcoma
A00,infectious
D13,hepadenoma
G03,Meningitis
G03,meninxitis
E72,Cystinoses
E70,Piebaldism
M27,osteophyte
K14,tongueitis
K00,hypodontia
Q43,macrocolon
Q56,gynandrism
I69,hemiplegia
H44,Leucocoria
E74,PENTOSURIA
E77,sialidosis
G95,myelopathy
N72,cervicitis
A07,giardiasis
G47,narcolepsy
D72,leukopenia
H52,presbyopia
B08,Herpangina
K05,gINGIVITIS
N91,amenorrhea
M77,tendinitis
D32,meningioma
L74,anhidrosis
I86,varicocele
J61,Asbestosis
A70,ornithosis
H53,asthenopia
J20,BRONCHITIS
J42,BRONCHITIS
J40,BRONCHITIS
N30,trigonitis
H50,strabismus
B74,filariasis
B60,babesiosis
B77,ascariasis
C03,gum cancer
L03,Paronychia
K12,stomatitis
D18,hemangioma
N81,enterocele
K46,enterocele
L08,Erythrasma
J67,bagassosis
G82,tetraplegi
B48,fusariosis
Q87,N syndrome
J04,TRACHEITIS
M34,scleredema
J66,byssinosis
H53,bradyopsia
N70,pyosalpinx
G82,paraplegia
N34,urethritis
T78,angioedema
C49,myosarcoma
N89,leukorrhea
G03,mENINGITIS
E72,cystinosis
Q70,syndactyly
E70,ochronosis
E70,piebaldism
K29,duodenitis
H53,tritanopia
H44,panuveitis
H53,protanopia
H70,petrositis
H44,leukocoria
E74,pentosuria
N72,cervicitis
N70,oophoritis
A36,DIPHTHERIA
R48,dysgraphia
L03,CELLULITIS
E72,cystinuria
H11,Pinguecula
F80,interruptae
M27,arida ostium tabernaculi
Q91,XVIII Trisomía
Q91,E3 MMXII Trisomía
Q91,XVIII Trisomía
J30,LIQUENS nasus
Q91,D1 Trisomía
Q91,XIII Trisomía
A01,febribus anhelabat
L21,Cap cunabula
B37,Candidose
J60,nigrum pulmonem
D72,leucopenica
C84,I-KI + ALCL
K05,Papillomavirus
J80,inpulsa pulmonem
Q96,X Monosomía
A23,febrem petram
E88,X syndrome
A46,vero sacro igni
A75,vincula febricitantem
A75,navis febricitantem
Q38,colligationem-linguae
G40,PME type II
H10,oculi Madras
G60,medulla CMT
E31,Mea Type I
E31,EGO MEA etiam crescentes Type
E31,Type I
E31,Et hominum genus
D44,Mea Type I
D44,EGO MEA etiam crescentes Type
D44,Type I
R95,ad praesepe mortem
D44,Et hominum genus
Q20,"TGA dextro,"
G12,SMA type III
H53,Oculus iactabantur
J20,frigore pectus
J42,frigore pectus
J40,frigore pectus
B85,pediculus pubicum
E74,V GSD genus
E74,V GSD genus
L74,sudore temere agere
F33,exanimationes incidamus
F32,exanimationes incidamus
H50,Crucem luscus
G11,I Myokymia
I75,quisquiliae pes
L03,Paronychie
Q12,VII GLAUCOMA
Q78,Miphiboseth autem Typus VII
Q78,"OI, V Type"
Q78,Miphiboseth autem Typus IX
Q78,Miphiboseth autem Typus VIII
E66,AUCTARIUM
E66,corpulentia
E78,Type II MGA
E78,Taz macula offeret
E71,Type II MGA
E71,Taz macula offeret
G62,neuropathia
G64,neuropathia
Q81,JEB-gen nH
I50,cor infirma
G51,"facies et paralyticos,"
H53,nyctalopiae
E77,"NGLY1 CDDG,"
E83,FHH type I
E83,FHH type II
E83,FHH type III
C91,T Cell C.LL.
C91,B-Zell C.LL.
J84,pulmo brunneis
K64,HAEMATORRHOE
B01,Varicellae
P78,VII PROFLUVIUM
H04,Aridam Oculos vero (s)
P78,VI PROFLUVIUM
A96,Lujo febricitantem
G12,SMA type IV
G12,SMA type II
G51,Bell paralyticus
A00,peste ruituri sunt
Q74,Type incoluere Omani
Q82,G coetus XP
Q82,B coetus XP
Q82,A coetus XP
Q82,Coetus C XP
Q82,Coetus D XP
Q82,H XP
Q82,E coetus XP
Q82,XP coetus F
E74,GSD type II
E74,VII GSD genus
G24,IX dystonia
G24,"Dyt ATP1A3,"
B07,virales verrucula eminet
M91,coxa terrae
E74,VI GSD genus
E78,HLP type III
C33,Asperam arteriam tum ca.
C63,scrotum † ca.
Q82,laxa cutis
Q82,cutis solutam
F80,balbutiendo
A46,vero sacro igni
L30,musculus
C00,labrum cancer
F65,paedophilia
Q12,VII suffusio
U06,Zika febricitantem
A92,Zika febricitantem
H74,otic expetentibus ordorem
K64,HAEMATORRHOE
B01,varicellae
A66,mane yaws
K59,ani vexatum nervorum distentio
G24,IX dystonia
Q82,laxa cutis
G24,V dystonia
F93,sociophobia
F40,sociophobia
A07,Isosporosis
K73,hepatitides
K83,cholangitis
G71,Gliosarcoma
B37,Candidiasis
F60,Psychopathy
J60,Melanoedema
E31,Mea Type II
D44,Mea Type II
K05,gingivaitis
N91,Amenorrhoea
Q89,heterotaxia
N41,prostatosis
0,Anencephaly
Q00,Anencephaly
J63,Berylliosis
N64,GALACTOCELE
B66,Fasciolosis
B81,Anisakiases
F63,kleptomania
K22,cardiospasm
Q93,9p syndrome
A70,psittacosis
E77,FUCOSIDOSIS
B85,Phthiriasis
B67,hydatidosis
E04,Thyromegaly
F34,Cyclothymia
B74,philariasis
E85,Amyloidoses
H68,eustachitis
K29,stomachitis
L71,acne roscea
B70,Sparganosis
Q74,Acheiropody
F65,paedophilia
N62,Macromastia
E71,MGA type IV
P57,Kernicterus
E72,argininemia
E66,overfatness
M34,scleroderma
E78,MGA type II
E71,MGA type II
H40,Preglaucoma
G82,tetraplegia
Z88,INH allergy
A57,Ulcus molle
N28,nephropathy
N08,nephropathy
B35,Tinea pedis
M34,Scleredemas
N85,Hematometra
G11,L1 syndrome
D47,mastocytoma
D73,dyssplenism
N81,Urethrocele
N34,urethraitis
T78,Angioedemas
N89,Leukorrhoea
G12,SMA type IV
G12,SMA type II
G50,Ticdolereax
M92,apophysitis
M92,epiphysitis
M93,apophysitis
M93,epiphysitis
Q70,symphalangy
A58,donovanosis
B85,pediculosis
E74,GSD type II
Q87,KWWH type I
E88,Lipomatosis
A48,Myonecrosis
Q79,Eventration
Q84,MONILETHRIX
E74,dextrinosis
K00,oligodontia
C71,Gliomatosis
H44,Parasitemia
E74,Fructosemia
E88,Adiposalgia
K85,Pancreatite
N80,adenomyosis
B88,S penetrans
B88,T penetrans
E06,thyroiditis
D12,classic FAP
A25,Spirillosis
R73,prediabetes
B35,Tinea manus
J32,ethmoiditis
Q82,Elastolysis
D56,thalassemia
K83,cholangitis
G71,gliosarcoma
H18,Keratoconus
B37,candidiasis
J60,anthracosis
B75,trichinosis
D72,lymphopenia
I40,MYOCARDITIS
I51,MYOCARDITIS
J35,tonsillitis
B17,Hepatitis D
A03,shigellosis
A23,brucellosis
D86,sarcoidosis
D80,sarcoidosis
N41,prostatitis
0,anencephaly
Q00,anencephaly
Q69,polydactyly
J63,berylliosis
B66,fasciolosis
N70,salpingitis
H52,aniseikonia
B19,Hepatitis C
B81,anisakiasis
H70,Mastoiditis
F63,kleptomania
A32,listeriosis
E40,Kwashiorkor
E77,fucosidosis
G47,hypersomnia
F40,agoraphobia
A92,chikungunya
N46,azoospermia
E87,hypokalemia
F34,cyclothymia
E85,amyloidosis
H01,BLEPHARITIS
B70,sparganosis
Q74,acheiropody
P57,kernicterus
E72,argininemia
A24,melioidosis
E67,carotenemia
B35,tinea pedis
B48,lobomycosis
K83,cholestasis
H47,Papilledema
H46,Papilledema
N49,vesiculitis
E70,tyrosinemia
H52,cycloplegia
Q76,brachyolmia
M47,spondylosis
Q54,hypospadias
E88,lipomatosis
Q84,monilethrix
E79,xanthinuria
J35,adenoiditis
M60,pyomyositis
A26,erysipeloid
Q79,OMPHALOCELE
D70,neutropenia
I69,hemiparesis
A43,nocardiosis
E06,thyroiditis
M46,spondylitis
H52,astigmatism
R80,proteinuria
R82,bacteriuria
J02,PHARYNGITIS
H30,choroiditis
N81,perineocele
H50,cyclotropia
H50,hypertropia
K52,ileocolitis
L70,"ACNE, adulta"
L22,libero temere agere
Q93,Syndrome-4p
A84,ill Louping
E31,Mea Type 2 *
E31,HOMINES Type 2 *
E31,Type II
D44,Mea Type 2 *
D44,HOMINES Type 2 *
D44,Type II
C21,ani cancer
A24,"farcy tibiæ resonabit,"
R10,cruditatem
K30,cruditatem
E31,Type homines 2B
D44,Type homines 2B
N91,"amenorrhÅ ""a"
Q96,dic syndrome
A23,Malta febricitantem
F43,inpulsa testa
D86,Sarkoidose
D80,Sarkoidose
K52,XXIV-hora flu
K52,CARDIACUS flu
K52,ventrem cimex
K52,ventrem flu
B66,Fascioliasis
A95,jack Yellow
A95,John Bronze torque
A75,Bacillus subtilis subsp tabernam
Q98,solidum xxy Trisomía
K02,dente labe
B08,aqua tubera
A77,tick Bacillus subtilis subsp
A75,Bacillus subtilis subsp ab impiis egredietur
Q93,Del (I) (P36)
A01,PARATYPHUS
H52,iuxta vision
C68,ostium urethrae ca.
A77,febrem Tobia
Q93,Del (I) (q21)
Q93,Monosomía 9p
A20,nigrum mortem
C51,Clitoral ca.
I78,Morbi ORW
Q93,"5p syndrome,"
E85,Cingam / NOMID
B02,Herpesvirus hominis zona
M76,Capped gregem
F70,LXX sub IQ
D44,Lucrecio dualitatem
H50,oculos LIMUS
K21,acidum refluxus
Q92,Dup (V) (p13)
L60,Augmentum clavus
G24,XIX dystonia
E74,GSD genus 9D
E74,GSD genus 9E
E74,GSD genus 9B
E74,"GSD genus ipsarum, 9A"
E74,GSD genus 9C
Q93,Del (III) (Q13)
Q99,Del (X) (p21)
Q93,Del (II) (q32)
B60,Texas febricitantem
Q93,Del (III) (q29)
Q87,"9g syndrome,"
Q12,XLV Cataractam praeterfluit
Q35,vehementissimo imbri velum
A77,Kenya febricitantem
Q12,XXIX GLAUCOMA
H54,damnum vision
Q12,XLIII GLAUCOMA
Q12,XXIV GLAUCOMA
Q12,XIX GLAUCOMA
Q12,XXXIII GLAUCOMA
Q12,XXIII GLAUCOMA
G96,Potis morbus
D47,ALPIS type III
Q78,Miphiboseth autem Typus XVI
E71,"Mya, Type I"
E71,"Mya, V Type"
E71,"Mya, Type IV"
Q12,XXVII GLAUCOMA
Q12,XVIII GLAUCOMA
Q12,XLII GLAUCOMA
Q12,XLI GLAUCOMA
Q12,XXXVIII GLAUCOMA
Q12,XXX GLAUCOMA
Q12,XXXVII GLAUCOMA
D47,"ALPIS CASP10,"
D47,Typus II ALPIS
C05,palatum durum
Q78,"Oi, XIV Typus"
Q78,Miphiboseth autem Typus XIII
Q78,"OI, XII Type"
Q78,"OI, X Type"
Q78,Miphiboseth autem XV Typus
E66,plus ponderis
Q81,"GLORIA gen tem,"
B36,tinea veli palatini
E78,"Mya, Type II"
E71,"Mya, Type II"
Q78,"OI, XI Type"
K70,pingue iecoris
Q87,Q. Fulvius syndrome
K76,VOD hepatica migrans
Q12,XL suffusio
Q13,plana corneae
E03,humilis glandulae
A31,Searl ulceris
G24,XVIII dystonia
G24,"PxMD SLC2A1,"
Q93,Del (IV) (q21)
Q93,Del (VI) (q25)
H74,aurium inserviant expetentibus ordorem
H47,orbis spinae suffocaverunt illud
H46,orbis spinae suffocaverunt illud
A82,hydrophoas Graeci
K64,haemorroidum
A48,toxicus inpulsa
H30,morbus VKH
H20,morbus VKH
H04,Oculos vero (s): arida
G71,MMD classic
G24,XXIII dystonia
G24,XXIV dystonia
G24,XXV dystonia
E72,CblF macula offeret
E72,CblC macula offeret
N89,fluor albus;
N89,alba
A98,Popularis Congensis febricitantem
B01,varicellae
A75,Bacillus subtilis subsp Bush
A98,Ebola febricitantem
D72,ALPIS type IV
D89,ALPIS type II
Q70,manus mitten
G24,XXVII dystonia
G24,XXI dystonia
E77,B4GALT1 PAR-
E74,XV GSD genus
E74,GSD type III
Q77,SLC35D1 PAR-
E71,Chrysostomus nald
Q79,B4GALT7 PAR-
G24,XII dystonia
Q77,SEMD type II
Q82,XP: Group F
Q82,XP: Group G
Q82,XP: B Group
Q82,"XP, in Group"
Q82,XP: Group C
Q82,XP: Group D
Q82,XP: B Group
Q82,"XP, E Group"
Q77,FE morbus
N04,Nil Morbus
J67,agricolae pulmonem
G24,XVI dystonia
Q07,Asini nictu
A44,Oroya febricitantem
E76,clanculum morbus
Q84,nodosis capillum
B07,communis Wart
B07,virales tubera
D48,Et os GCT
G25,morbus Kok
E74,GSD type II
B88,ab impiis egredietur chigoe
C38,cordis tumore
D22,Naevus Ota scriptor
C75,PNET uterinae
Q77,Smed type I
Q78,os pictura decorabat
Q87,Marcus syndrome
K92,morbus GIT
E71,"Mya, Type III"
Q24,Uhl anomalia
I42,Uhl anomalia
H44,oculorum
A84,ill Louping
K20,OESOPHAGITIS
C43,cutis cancer
C21,cancer ano est
R10,cruditatem
K30,cruditatem
A96,Lassa febricitantem
G47,somnus enim apnea
Q12,XLV suffusio
Q12,XXIX suffusio
J00,commune frigus
Q12,XXV suffusio
Q12,XLIII suffusio
Q12,XXIV suffusio
Q12,XXXV suffusio
Q12,XLIV suffusio
Q12,XXXIII suffusio
Q12,XXIII suffusio
Q12,XXVII suffusio
Q12,XVIII suffusio
Q12,XLII suffusio
Q12,XLI suffusio
Q12,XXXVIII suffusio
Q12,XXX suffusio
Q12,XXXVII suffusio
H93,aurem morbus
K13,labrum morbus
G24,XXIII dystonia
G24,XXIV dystonia
G24,XXV dystonia
C34,pulmonis cancer
G24,XXVII dystonia
G24,XXI dystonia
L98,exulceret
N60,pectus CYSTA
G24,XVI dystonia
G24,XII dystonia
B07,communis verrucula eminet
B36,nigra tinea
H44,"oculus morbo,"
A07,isosporiasis
Q02,microcephaly
K37,epityphlitis
B83,helminthosis
B65,helminthosis
I33,eNDOCARDITIS
H53,monochromacy
D69,thrombopenia
C88,Immunocytoma
P91,leukomalacia
K20,OESOPHAGITIS
B75,trichiniasis
C41,adamantinoma
D73,hypersplenia
E70,ALKAPTONURIA
E70,Alcaptonuria
D72,Eosinophilia
0,Anencephalus
Q00,Anencephalus
B66,Distomatosis
L74,Adiaphoresis
D70,Granulopenia
B72,Dracontiasis
Q93,9p- syndrome
J93,pneumothorax
E70,HISTIDINEMIA
E70,histidinuria
A74,Paratrachoma
G71,desminopathy
G71,udd myopathy
C85,Lymphomatous
G60,HMSN type IV
G12,SMA type III
C32,supraglottis
K14,stomatodynia
H18,keratectasia
B88,Hirudiniasis
D46,5q- syndrome
C71,atypical CPP
H66,otitis media
K59,constipation
D84,ICF syndrome
L90,Atrophoderma
B20,HIV-positive
C56,ovarian MMMT
L71,Acne Rosacea
Q74,Acheiropodia
Q87,ECO syndrome
B36,Tinea blanca
I45,WPW syndrome
M94,Chondropathy
M91,Chondropathy
D75,Polycythemia
G82,quadriplegia
D35,Prolactinoma
E22,Prolactinoma
Q53,Cryptorchism
Q87,MOPD type II
E67,carotenaemia
B48,Geotrichosis
G23,PSP syndrome
A90,Dengue Fever
E72,HHH syndrome
A06,entamebiasis
G40,epileptiform
Q87,CFC syndrome
A69,Cancrum oris
C45,Mesothelioma
Q87,FCS SYNDROME
C92,atypical CML
H30,VKH syndrome
H20,VKH syndrome
Q87,CCM syndrome
Q76,brachyrachia
C76,notochordoma
O14,preeclampsia
C49,fibrosarcoma
H35,Pseudoglioma
K29,duodenumitis
E78,hyperlipemia
E61,hypomagnesia
C47,Perineurioma
Q87,KBG SYNDROME
E74,glycogenoses
D18,lymphangioma
L74,Hypohidrosis
D24,fibroadenoma
B08,Paravaccinia
B08,Pseudocowpox
H05,enophthalmos
E74,Fructosaemia
Q79,omphalocoele
K85,pancreasitis
B79,Trichuriasis
Q87,BOR syndrome
D70,neutropaenia
D58,ovalocytosis
I45,lGL syndrome
M46,vertebraitis
C90,Plasmacytoma
L94,Dactylolysis
D84,hypoimmunity
Q02,microcephaly
D89,mastocytosis
D47,mastocytosis
Q82,mastocytosis
Q24,dextrocardia
I33,eNDOCARDITIS
Q71,ectrodactyly
E70,alkaptonuria
E16,hypoglycemia
M79,fibromyalgia
D72,Eosinophilia
A85,eNCEPHALITIS
H05,exophthalmos
J93,pneumothorax
E70,histidinemia
N50,spermatocele
N43,spermatocele
C18,cecum cancer
E74,galactosemia
M81,Osteoporosis
M79,panniculitis
H66,otitis media
K59,constipation
Q93,3p- syndrome
M94,chondropathy
M91,chondropathy
D75,polycythemia
D35,prolactinoma
E22,prolactinoma
Q87,3MC syndrome
B48,geotrichosis
Q13,sclerocornea
C45,mesothelioma
I10,hypertension
I15,hypertension
H53,deuteranopia
C49,fibrosarcoma
K02,odontoclasia
C47,perineurioma
M25,hemarthrosis
I89,lymphangitis
N21,urolithiasis
Q87,KBG syndrome
D18,lymphangioma
M89,hyperostosis
J05,epiglottitis
B35,tinea favosa
L74,hypohidrosis
H05,enophthalmos
K85,pancreatitis
B79,trichuriasis
B80,enterobiasis
K11,sialadenitis
D61,pancytopenia
C90,plasmacytoma
N46,oligospermia
B83,gnathomiasis
B35,tinea manuum
A77,Ehrlichiosis
A48,Ehrlichiosis
N62,Gynecomastia
Q04,porencephaly
H80,otosclerosis
N45,epididymitis
Q78,omodysplasia
B76,necatoriasis
M77,enthesopathy
B77,ascaridiasis
G93,cerebrum damnum
D58,C morbum Hebr
D58,Hb morbo-C
F45,hypochondria retortis
F63,incendiorum
A71,Ave tuae robigo
I77,n Aortitis
E31,Ptc Domini High Definition
D44,Ptc Domini High Definition
J86,pulmo empyema
Q87,SGB ??syndrome
Q42,ani atresia
C62,testis tumore
Q93,index deletionum 18q
Q93,Monosomía 18q
A69,Artritis morbus
A69,ore fossa
I46,cor comprehensionem
E31,Genus hominum IIB
D44,Genus hominum IIB
A23,febrem Cyprius genere
M71,n bursitis
E71,X-BY coniunctum
G37,X-BY coniunctum
B08,os impetiginem:
H83,SCD & syndrome
B66,Sparganosis
B66,iecoris flukes
A75,urbana Bacillus subtilis subsp
Q98,solidum xxy syndrome
A79,vallo febricitantem
A77,"morbus, blue"
A75,Bacillus subtilis subsp febricitantem
A75,Dicta fames febricitantem
A75,febrem carcerem
M70,Capped cubitus
Q38,'Lingua-Tie'
A70,febrem mascarene parrot
C64,renalis cancer
B37,"Turdus lumbricum petit, oris"
K27,peptic ulceris
C18,colonia cancer
Q20,integrum TGA
Q87,syndrome amicus!
L67,Taum syndrome
L65,pilorum
Q87,Cfz Domini High Definition
G12,guam Morbus
Q85,VIII syndrome
Q87,HMA syndrome
B33,Diabolus est scriptor tenaci
H05,facies orbitalis CYSTA
B30,oculi navalia
Q87,Sequentia fav
B41,Missa morbus
L12,EB acquisitam
G11,"Adca, Type II"
Q92,Trisomía 3q29
Q92,Trisomía 5p13
A15,pulmonis TB
H35,morbo maxime
E74,GSD genus ixd
E74,GSD genus IXe
E74,GSD genus IXh-
E74,IXa GSD genus
E74,GSD genus IXC
D58,Morbo-D Hebr
Q93,3P- Domini High Definition
Q92,Dup (XVII) (Q12)
Q93,Del (XV) (Q24)
Q93,Del (XIII) (Q14)
Q93,Del (XVII) (Q12)
Q93,18p Domini High Definition
Q93,Monosomía 18p
Q92,Dup (XXII) (Q11)
A22,CARBO pellis
Q87,MCAHS type II
Q87,MCAHS type III
Q87,9Q- Domini High Definition
Q82,morbus Hopf
C69,orbis cancer
C37,thymic tumore
C72,Potis Neoplasma malignum
C72,"Potis tumorem,"
B36,alba piedra
J00,CORYZA anguli
N62,pectus magna
D26,Cervus Tumor
C72,spina cancer
L43,planus ruber
Q35,fissura palatum
D68,Coagulopatia
B03,Vivamus variola
K90,coeliacis infusorii;
C95,n leukemia
H93,auris morbo
H93,auris inordinatio
Q24,"cor defectum,"
C57,cancer Thubal
H35,DOID: (CX)CCCLVII
K13,labrum inordinatio
A24,tsunami pulmonem
A57,mollis chancre
K26,Ulceris accentus
Q75,Cato marcas
I21,cor impetum
I22,cor impetum
G31,delige morbus
E78,Rsh Domini High Definition
E78,slo Domini High Definition
Q87,Rsh Domini High Definition
Q87,slo Domini High Definition
A31,Buruli ulceris
G47,Historiae execratione maledicta congessit
G51,facialis Paralysi
Q87,Paperback syndrome
G11,Ataxia Salih
D69,P2Y12 macula offeret
E75,morbus cln5
I82,morbus vein
K11,isque Cicero
C75,Tumor uterinae
M14,Charcot pes
Q82,punctatis PPK
Q18,bofe Domini High Definition
G71,sja Domini High Definition
Q78,sja Domini High Definition
icd,adulta autism
F84,adulta autism
D58,E-morbo Hebr
H16,Mooren ulceris
K09,Corporis Diffusum Fabry Dermoid
E72,Lowe morbus
Q79,"cute elastica,"
Q87,BCDE syndrome
A75,Bacillus subtilis subsp fruticum raritate praetexitur
A75,Kedani febricitantem
D72,ALPIS type IV
E75,morbus CLN1
E75,morbus CLN7
E75,morbus CLN8
D89,1b typus ALPIS
C73,"per familiam de portento,"
G71,virga myopathy
D68,C hemophilia
E75,morbus CLN2
E75,morbus CLN6
E75,morbus CLN3
E75,morbus CLN9
Q66,pedites Clubbed
E74,GSD type II
J67,agricolae pulmonem
Q87,De mal Classics
Q07,Asini blinking
A48,gas gangraena
E76,clanculum Domini High Definition
E74,Glicogenosis
D44,hOMINES syndrome
H04,inebriat oculus
H25,aqua minorem scissionibus
H18,cornea oedema
E85,uda Domini High Definition
G37,morbus balo
G31,morbus balo
C51,quidam Latinorum praesumtores cancer
C51,isque ori volvae
E74,Illud Morbus
N76,Vulvitis n
B07,CLAVUS quadratus plantae
A98,febrem simia
E75,Iuvenalibus NCL
E40,"deminutae nutritionis,"
Q87,Del (XI) (p13)
Q87,complexu WAGR
B88,ab impiis egredietur chigger
D22,ota de nevus
Q77,"Smed, I Typus"
Q87,"syndrome McQueen,"
Q87,Fong morbus
H11,Surfer oculum observa;
D66,A Hemophilia
M77,hockey cubitus
M77,"tennis cubito,"
L74,asperis calor
H44,oculus morbo
H44,oculi inordinatio
E71,hepatis CPT1
